0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
80,276
102,241
108,226
110,209
114,182
117,170
116,166
117,156
122,143
126,132
118,101
114,96
114,97
112,91
110,88
106,85
104,85
106,86
104,85
102,86
102,84
94,96
75,111
61,132
41,227
42,234
42,240
42,252
46,270
58,293
65,300
70,303
75,303
75,301
73,300
73,299
74,299
72,298
74,298
75,296
81,293
93,284
107,260
115,236
130,215
143,181
140,99
139,91
140,82
140,78
136,77
134,79
127,76
129,83
89,96
79,96
70,98
44,109
0,0
0,0
0,0
3,219
11,220
83,223
105,221
108,221
113,222
114,221
119,222
119,222
113,220
114,220
116,220
111,220
109,220
107,219
107,219
109,220
101,200
104,199
102,197
104,194
108,179
107,120
109,120
108,118
109,117
107,116
105,116
105,116
105,112
102,114
103,115
103,112
116,114
119,118
130,121
43,118
39,118
34,123
44,125
54,127
54,127
52,127
61,128
68,129
67,129
67,129
70,129
70,126
68,129
69,128
67,128
88,128
118,134
123,135
131,140
129,141
112,140
66,139
62,139
54,139
56,138
56,140
55,140
56,139
57,140
59,136
58,141
61,141
60,140
65,139
76,138
114,142
133,146
139,148
140,148
141,148
121,146
115,145
93,143
64,142
60,138
59,141
60,138
58,142
57,142
56,143
58,143
58,142
58,143
59,152
59,155
64,171
64,201
65,253
64,257
64,258
64,258
63,257
58,255
57,254
60,256
72,254
118,204
135,175
137,173
141,160
136,145
133,143
129,143
125,138
122,144
121,144
123,146
122,146
121,148
119,150
119,150
116,148
122,150
118,150
115,154
116,156
113,154
106,167
106,170
86,222
53,1
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
