0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
40,318
83,296
102,228
111,188
115,180
129,144
132,121
123,102
115,86
112,79
101,74
87,70
64,64
41,60
30,58
32,57
20,48
7,44
2,44
1,47
1,45
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
1,60
12,64
18,65
63,90
67,93
69,97
76,104
91,148
90,149
78,164
56,183
53,185
31,194
19,204
3,210
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
1,64
76,82
82,101
87,108
83,129
43,240
36,247
29,252
3,270
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
